family,tag,tag_url,row_text,size_gb,modality,is_cloud_tag,updated_relative,family_card_text,family_url,params_total_b_raw,quantisation,updated_date_approx,is_moe,params_active_b,params_total_b,exclusion_reasons,manual_rationale,eligible
goliath,goliath:120b-q3_K_S,https://ollama.com/library/goliath%3A120b-q3_K_S,goliath:120b-q3_K_S 51GB · 4K context window · Text · 2 years ago,51.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q4_0,https://ollama.com/library/goliath%3A120b-q4_0,goliath:120b-q4_0 66GB · 4K context window · Text · 2 years ago,66.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,Q4_0,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q4_1,https://ollama.com/library/goliath%3A120b-q4_1,goliath:120b-q4_1 74GB · 4K context window · Text · 2 years ago,74.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,Q4_1,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q4_K_M,https://ollama.com/library/goliath%3A120b-q4_K_M,goliath:120b-q4_K_M 71GB · 4K context window · Text · 2 years ago,71.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q4_K_S,https://ollama.com/library/goliath%3A120b-q4_K_S,goliath:120b-q4_K_S 66GB · 4K context window · Text · 2 years ago,66.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q5_0,https://ollama.com/library/goliath%3A120b-q5_0,goliath:120b-q5_0 81GB · 4K context window · Text · 2 years ago,81.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,Q5_0,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q5_1,https://ollama.com/library/goliath%3A120b-q5_1,goliath:120b-q5_1 88GB · 4K context window · Text · 2 years ago,88.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,Q5_1,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q5_K_M,https://ollama.com/library/goliath%3A120b-q5_K_M,goliath:120b-q5_K_M 83GB · 4K context window · Text · 2 years ago,83.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q5_K_S,https://ollama.com/library/goliath%3A120b-q5_K_S,goliath:120b-q5_K_S 81GB · 4K context window · Text · 2 years ago,81.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,,2024-05-02,False,,120.0,,,True
goliath,goliath:120b-q6_K,https://ollama.com/library/goliath%3A120b-q6_K,goliath:120b-q6_K 97GB · 4K context window · Text · 2 years ago,97.0,Text,False,2 years ago,goliath A language model created by combining two fine-tuned Llama 2 70B models into one. 450.3K Pulls 16 Tags Updated 2 years ago,https://ollama.com/library/goliath,120.0,Q6_K,2024-05-02,False,,120.0,,,True
granite3.2,granite3.2:8b,https://ollama.com/library/granite3.2%3A8b,granite3.2:8b latest 4.9GB · 128K context window · Text · 1 year ago,4.9,Text,False,1 year ago,granite3.2 Granite-3.2 is a family of long-context AI models from IBM Granite fine-tuned for thinking capabilities. tools 2b 8b 427.5K Pulls 9 Tags Updated 1 year ago,https://ollama.com/library/granite3.2,8.0,,2025-05-02,False,,8.0,,,True
olmo-3,olmo-3:32b,https://ollama.com/library/olmo-3%3A32b,olmo-3:32b 19GB · 64K context window · Text · 4 months ago,19.0,Text,False,4 months ago,olmo-3 Olmo is a series of Open language models designed to enable the science of language models. These models are pre-trained on the Dolma 3 dataset and post-trained on the Dolci datasets. 7b 32b 419.2K Pulls 15 Tags Updated 4 months ago,https://ollama.com/library/olmo-3,32.0,,2026-01-02,False,,32.0,,,True
olmo-3,olmo-3:7b,https://ollama.com/library/olmo-3%3A7b,olmo-3:7b latest 4.5GB · 64K context window · Text · 4 months ago,4.5,Text,False,4 months ago,olmo-3 Olmo is a series of Open language models designed to enable the science of language models. These models are pre-trained on the Dolma 3 dataset and post-trained on the Dolci datasets. 7b 32b 419.2K Pulls 15 Tags Updated 4 months ago,https://ollama.com/library/olmo-3,7.0,,2026-01-02,False,,7.0,,,True
nemotron-3-nano,nemotron-3-nano:30b,https://ollama.com/library/nemotron-3-nano%3A30b,nemotron-3-nano:30b latest 24GB · 1M context window · Text · 4 months ago,24.0,Text,False,4 months ago,"nemotron-3-nano Nemotron-3-Nano is a new Standard for Efficient, Open, and Intelligent Agentic Models, now updated with a 4B parameter count model. tools thinking cloud 4b 30b 418.1K Pulls 9 Tags Updated 1 month ago",https://ollama.com/library/nemotron-3-nano,30.0,,2026-01-02,False,,30.0,,,True
r1-1776,r1-1776:70b,https://ollama.com/library/r1-1776%3A70b,r1-1776:70b latest 43GB · 128K context window · Text · 1 year ago,43.0,Text,False,1 year ago,"r1-1776 A version of the DeepSeek-R1 model that has been post trained to provide unbiased, accurate, and factual information by Perplexity. 70b 671b 398.8K Pulls 9 Tags Updated 1 year ago",https://ollama.com/library/r1-1776,70.0,,2025-05-02,False,,70.0,,,True
tulu3,tulu3:70b,https://ollama.com/library/tulu3%3A70b,tulu3:70b 43GB · 128K context window · Text · 1 year ago,43.0,Text,False,1 year ago,"tulu3 Tülu 3 is a leading instruction following model family, offering fully open-source data, code, and recipes by the The Allen Institute for AI. 8b 70b 358.7K Pulls 9 Tags Updated 1 year ago",https://ollama.com/library/tulu3,70.0,,2025-05-02,False,,70.0,,,True
tulu3,tulu3:8b,https://ollama.com/library/tulu3%3A8b,tulu3:8b latest 4.9GB · 128K context window · Text · 1 year ago,4.9,Text,False,1 year ago,"tulu3 Tülu 3 is a leading instruction following model family, offering fully open-source data, code, and recipes by the The Allen Institute for AI. 8b 70b 358.7K Pulls 9 Tags Updated 1 year ago",https://ollama.com/library/tulu3,8.0,,2025-05-02,False,,8.0,,,True
olmo-3.1,olmo-3.1:32b,https://ollama.com/library/olmo-3.1%3A32b,olmo-3.1:32b latest 19GB · 64K context window · Text · 4 months ago,19.0,Text,False,4 months ago,olmo-3.1 Olmo is a series of Open language models designed to enable the science of language models. These models are pre-trained on the Dolma 3 dataset and post-trained on the Dolci datasets. tools 32b 267.3K Pulls 10 Tags Updated 4 months ago,https://ollama.com/library/olmo-3.1,32.0,,2026-01-02,False,,32.0,,,True
nemotron-3-super,nemotron-3-super:120b,https://ollama.com/library/nemotron-3-super%3A120b,nemotron-3-super:120b latest 87GB · 256K context window · Text · 1 month ago,87.0,Text,False,1 month ago,nemotron-3-super NVIDIA Nemotron 3 Super is a 120B open MoE model activating just 12B parameters to deliver maximum compute efficiency and accuracy for complex multi-agent applications. tools thinking cloud 120b 264.1K Pulls 7 Tags Updated 1 month ago,https://ollama.com/library/nemotron-3-super,120.0,,2026-04-02,False,,120.0,,,True
command-r7b,command-r7b:7b,https://ollama.com/library/command-r7b%3A7b,command-r7b:7b latest 5.1GB · 8K context window · Text · 1 year ago,5.1,Text,False,1 year ago,"command-r7b The smallest model in Cohere's R series delivers top-tier speed, efficiency, and quality to build powerful AI applications on commodity GPUs and edge devices. tools 7b 253.3K Pulls 5 Tags Updated 1 year ago",https://ollama.com/library/command-r7b,7.0,,2025-05-02,False,,7.0,,,True
alfred,alfred:40b,https://ollama.com/library/alfred%3A40b,alfred:40b latest 24GB · 2K context window · Text · 2 years ago,24.0,Text,False,2 years ago,alfred A robust conversational model designed to be used for both chat and instruct use cases. 40b 225K Pulls 7 Tags Updated 2 years ago,https://ollama.com/library/alfred,40.0,Q4_0,2024-05-02,False,,40.0,,,True
command-a,command-a:111b,https://ollama.com/library/command-a%3A111b,command-a:111b latest 67GB · 16K context window · Text · 1 year ago,67.0,Text,False,1 year ago,"command-a 111 billion parameter model optimized for demanding enterprises that require fast, secure, and high-quality AI tools 111b 212.8K Pulls 5 Tags Updated 1 year ago",https://ollama.com/library/command-a,111.0,,2025-05-02,False,,111.0,,,True
marco-o1,marco-o1:7b,https://ollama.com/library/marco-o1%3A7b,marco-o1:7b latest 4.7GB · 32K context window · Text · 1 year ago,4.7,Text,False,1 year ago,marco-o1 An open large reasoning model for real-world solutions by the Alibaba International Digital Commerce Group (AIDC-AI). 7b 201.1K Pulls 5 Tags Updated 1 year ago,https://ollama.com/library/marco-o1,7.0,,2025-05-02,False,,7.0,,,True
nemotron3,nemotron3:33b,https://ollama.com/library/nemotron3%3A33b,"nemotron3:33b 28GB · 128K context window · Text, Image · 5 days ago",28.0,,False,5 days ago,"nemotron3 NVIDIA Nemotron 3 Nano Omni is a multimodal large language model that unifies video, audio, image, and text understanding to support enterprise-grade Q&A, summarization, transcription, and document intelligence workflows. vision tools thinking audio 33b 197.1K Pulls 4 Tags Updated 5 days ago",https://ollama.com/library/nemotron3,33.0,,2026-04-27,False,,33.0,,,True
nemotron-cascade-2,nemotron-cascade-2:30b,https://ollama.com/library/nemotron-cascade-2%3A30b,nemotron-cascade-2:30b latest 24GB · 256K context window · Text · 1 month ago,24.0,Text,False,1 month ago,nemotron-cascade-2 An open 30B MoE model from NVIDIA with 3B activated parameters that delivers strong reasoning and agentic capabilities. tools thinking 30b 109.1K Pulls 3 Tags Updated 1 month ago,https://ollama.com/library/nemotron-cascade-2,30.0,,2026-04-02,False,,30.0,,,True
granite4.1,granite4.1:30b,https://ollama.com/library/granite4.1%3A30b,granite4.1:30b 17GB · 128K context window · Text · 3 days ago,17.0,Text,False,3 days ago,granite4.1 tools 3b 8b 30b 17K Pulls 46 Tags Updated 2 days ago,https://ollama.com/library/granite4.1,30.0,Q8_0,2026-04-29,False,,30.0,,,True
granite4.1,granite4.1:8b,https://ollama.com/library/granite4.1%3A8b,granite4.1:8b 5.3GB · 128K context window · Text · 3 days ago,5.3,Text,False,3 days ago,granite4.1 tools 3b 8b 30b 17K Pulls 46 Tags Updated 2 days ago,https://ollama.com/library/granite4.1,8.0,Q8_0,2026-04-29,False,,8.0,,,True
