group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
107,iss_0012463,https://www.judiciary.uk/prevention-of-future-death-reports/thiago-araujo/,2020-01-29,The delay in securing a Mental Health Act assessment is unacceptable.,Delays in obtaining Mental Health Act assessments.,Healthcare service delays,0.9580340385437012,3
107,iss_0013476,https://www.judiciary.uk/prevention-of-future-death-reports/richard-carlon/,2019-07-22,An approved mental health practitioner was unavailable to perform the Mental Health Act assessment.,Unavailability of an approved mental health practitioner for assessment.,Staffing unavailability,0.9388624429702759,4
107,iss_0007466,https://www.judiciary.uk/prevention-of-future-death-reports/ben-shipley-prevention-of-future-deaths-report/,2023-04-27,A systemic delay exists between a Mental Health Act assessment and the availability of a hospital bed.,Delays between Mental Health Act assessments and hospital bed availability.,Service delivery delays,0.9386471509933472,5
107,iss_0008654,https://www.judiciary.uk/prevention-of-future-death-reports/robyn-skilton-prevention-of-future-deaths-report/,2022-08-07,A lack of available child psychiatrists results in long waiting times for assessments.,Insufficient availability of child psychiatrists causing delayed assessments.,Resource shortage,0.9039438962936401,6
108,iss_0020325,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-tandy/,2015-06-19,The lack of prominent signage fails to clearly communicate the reduction in speed limit from 30 mph to 20 mph.,Inadequate signage for communicating changes in speed limits.,Road safety signage,0.9841918349266052,1
108,iss_0008729,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-coombes-prevention-of-future-deaths-report/,2022-07-25,Inadequate road signage failed to clearly communicate the temporary 30 mph speed limit.,Inadequate signage for temporary speed limit changes.,Road safety signage,0.976492702960968,2
108,iss_0015260,https://www.judiciary.uk/prevention-of-future-death-reports/herbert-francis/,2018-07-26,The speed limit along this stretch of road or the provision of advisory signs is inadequate.,Inadequate speed limits or advisory signage on a road section.,Road safety infrastructure,0.9550155401229858,3
108,iss_0008728,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-coombes-prevention-of-future-deaths-report/,2022-07-25,The Highways Authority failed to adequately obscure existing 50 mph speed limit signage.,Inadequate obscuring of existing speed limit signage.,Signage visibility,0.9525769352912903,4
108,iss_0013556,https://www.judiciary.uk/prevention-of-future-death-reports/keith-battman/,2019-07-05,The speed limit sign does not provide sufficient warning to approaching drivers.,Inadequate warning of speed limit changes for approaching drivers.,Road signage inadequacy,0.9515853524208069,5
108,iss_0015258,https://www.judiciary.uk/prevention-of-future-death-reports/herbert-francis/,2018-07-26,National speed limit signs are poorly positioned relative to the junction.,Inadequate positioning of national speed limit signs near junctions.,Road signage visibility,0.9381760358810425,6
109,iss_0017512,https://www.judiciary.uk/prevention-of-future-death-reports/billy-wilson/,2017-03-09,The undergraduate midwifery syllabus lacks sufficient training on CTG tracing interpretation.,Inadequate training on CTG tracing interpretation in the midwifery syllabus.,Curriculum deficiency,0.973981499671936,1
109,iss_0022769,https://www.judiciary.uk/prevention-of-future-death-reports/arthur-brockett-deakins/,2014-02-25,Inadequate training for midwives in the interpretation of CTG traces.,Insufficient training for midwives in interpreting CTG traces.,Clinical training deficiency,0.9726781845092773,2
109,iss_0017515,https://www.judiciary.uk/prevention-of-future-death-reports/billy-wilson/,2017-03-09,"There is no requirement for annual, assessed refresher training in CTG interpretation for practising midwives.",Lack of mandatory annual refresher training for CTG interpretation by midwives.,Training deficiency,0.9653139114379883,3
109,iss_0017513,https://www.judiciary.uk/prevention-of-future-death-reports/billy-wilson/,2017-03-09,"There is a lack of compulsory, assessed training for CTG interpretation in midwifery degree courses.",Absence of mandatory assessed training for CTG interpretation in midwifery curricula.,Training deficiency,0.9650494456291199,4
109,iss_0017572,https://www.judiciary.uk/prevention-of-future-death-reports/maxim-karpovich/,2017-02-22,There is a lack of quality controlled training modules for cardiotocograph interpretation.,Insufficient quality controlled training modules for cardiotocograph interpretation.,Training deficiency,0.9565907716751099,5
109,iss_0017573,https://www.judiciary.uk/prevention-of-future-death-reports/maxim-karpovich/,2017-02-22,There is no mandatory confirmation of competence in cardiotocograph interpretation before entering clinical practice.,Lack of mandatory competence verification for cardiotocograph interpretation in clinical practice.,Clinical competency standards,0.9382060766220093,6
110,iss_0012562,https://www.judiciary.uk/prevention-of-future-death-reports/julie-taylor/,2019-12-24,Emergency Departments and AMUs failed to implement reasonable adjustment care plans for patients with learning disabilities.,Failure to implement reasonable adjustments for patients with learning disabilities.,Failure of reasonable adjustments,0.9688816070556641,1
110,iss_0000019,https://www.judiciary.uk/prevention-of-future-death-reports/john-loannou-prevention-of-future-deaths-report/,2026-03-10,A failure to address communication barriers for a patient with profound learning disabilities resulted in a missed learning opportunity.,Failure to address communication barriers for patients with learning disabilities.,Communication failure,0.9544470310211182,2
110,iss_0003035,https://www.judiciary.uk/prevention-of-future-death-reports/david-lodge-prevention-of-future-deaths-report/,2024-12-23,Reasonable adjustments are not made to assess pain in patients with learning disabilities.,Failure to provide reasonable adjustments for pain assessment in patients with learning disabilities.,Inequitable healthcare access,0.9423325061798096,3
110,iss_0012628,https://www.judiciary.uk/prevention-of-future-death-reports/lewis-mendelson/,2019-12-17,Medical staff lacked sufficient understanding of the patient's complex learning disabilities and communication needs.,Inadequate understanding of patient learning disabilities and communication requirements.,Clinical communication failure,0.9300035834312439,4
110,iss_0020019,https://www.judiciary.uk/prevention-of-future-death-reports/eileen-smith/,2015-08-12,Acute Trusts lack standardised tools to audit the reasonable adjustments made for patients with learning disabilities.,Lack of standardised auditing tools for reasonable adjustments for patients with learning disabilities.,Audit standardisation,0.9272923469543457,5
111,iss_0000399,https://www.judiciary.uk/prevention-of-future-death-reports/dhananji-dona-prevention-of-future-deaths-report/,2026-01-21,The sepsis screening tool was not used during the assessment in the A&E department.,Failure to use the sepsis screening tool during clinical assessment.,Clinical process non-compliance,0.9844167828559875,1
111,iss_0000150,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,The hospital trust's Sepsis Screening Tool was not used during the patient's assessment.,Failure to use the prescribed sepsis screening tool during patient assessment.,Clinical process non-compliance,0.9682246446609497,2
111,iss_0000546,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report/,2025-12-18,The hospital trust's Sepsis Screening Tool was not used during the patient's assessment.,Failure to use the prescribed sepsis screening tool during patient assessment.,Clinical process non-compliance,0.9682246446609497,3
111,iss_0012833,https://www.judiciary.uk/prevention-of-future-death-reports/emma-langley/,2019-11-18,The Sepsis Tool was not utilised during the assessment.,Failure to utilise the sepsis assessment tool.,Clinical process non-compliance,0.9577345252037048,4
111,iss_0019761,https://www.judiciary.uk/prevention-of-future-death-reports/caroline-robey/,2015-10-16,Community healthcare providers failed to use a sepsis screening tool.,Failure to utilise sepsis screening tools in community healthcare settings.,Clinical process failure,0.9476580023765564,5
112,iss_0001650,https://www.judiciary.uk/prevention-of-future-death-reports/patrick-coffey-prevention-of-future-deaths-report/,2025-07-07,Hospital audits identified that patient repositioning was not being performed or recorded correctly.,Failure to correctly perform or record patient repositioning.,Clinical care documentation,0.9682886600494385,1
112,iss_0002813,https://www.judiciary.uk/prevention-of-future-death-reports/cynthia-gilbert-prevention-of-future-deaths-report/,2025-01-24,The tissue viability team's instructions regarding repositioning were not implemented by ward staff.,Failure to implement clinical instructions for patient repositioning.,Clinical non-compliance,0.9643752574920654,2
112,iss_0003263,https://www.judiciary.uk/prevention-of-future-death-reports/raymond-reid-prevention-of-future-deaths-report/,2024-11-28,Inadequate repositioning protocols led to long periods without patient movement.,Inadequate protocols for patient repositioning.,Patient care safety,0.9570325016975403,3
112,iss_0007700,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-dick-prevention-of-future-deaths-report/,2023-03-06,Staff failed to reposition the patient in accordance with hospital policy.,Failure to reposition patient according to established policy.,Clinical care non-compliance,0.9560971260070801,4
112,iss_0000200,https://www.judiciary.uk/prevention-of-future-death-reports/janet-tripp-prevention-of-future-deaths-report/,2026-02-09,Staff failed to implement required two-hourly repositioning protocols.,Failure to implement required repositioning protocols.,Protocol non-compliance,0.9470092058181763,5
113,iss_0006311,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-bowles-prevention-of-future-deaths-report/,2023-10-31,The mental health liaison nurse lacked direct access to hospital records during the assessment.,Lack of direct access to medical records during clinical assessment.,Information access limitation,0.9725403785705566,1
113,iss_0023565,https://www.judiciary.uk/prevention-of-future-death-reports/john-walker/,2013-08-21,The clinical assessment was hindered by the unavailability of the patient's previous admission notes and electronic records.,Clinical assessment hindered by unavailable patient medical records.,Information unavailability,0.9618483781814575,2
113,iss_0005839,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-dymond-prevention-of-future-deaths-report/,2023-12-21,Independent doctors may lack direct access to electronic patient records during Mental Health Act assessments.,Lack of direct access to electronic patient records during clinical assessments.,Data accessibility,0.9588086605072021,3
113,iss_0000455,https://www.judiciary.uk/prevention-of-future-death-reports/amy-pugh-prevention-of-future-deaths-report/,2026-01-12,The lack of access to medical records compromised the assessment and management of the deceased.,Inadequate access to medical records hindered clinical assessment and management.,Information accessibility,0.9542728662490845,4
113,iss_0020848,https://www.judiciary.uk/prevention-of-future-death-reports/brian-francis/,2015-03-04,The unavailability of community medical records at admission prevented an accurate clinical assessment.,Inaccessible medical records preventing accurate clinical assessment at admission.,Information unavailability,0.9471173286437988,5
114,iss_0000479,https://www.judiciary.uk/prevention-of-future-death-reports/david-dugdale-prevention-of-future-deaths-report/,2026-01-08,Insufficient nutritional support for patients during hospital admission.,Inadequate nutritional support for patients during hospitalisation.,Clinical care deficit,0.9908602237701416,1
114,iss_0009745,https://www.judiciary.uk/prevention-of-future-death-reports/louise-cooper-prevention-of-future-deaths-report/,2021-12-21,There is an insufficient provision of sustained supported eating for patients in hospital settings.,Inadequate provision of sustained nutritional support for hospitalised patients.,Nutritional care deficit,0.9774343967437744,2
114,iss_0002089,https://www.judiciary.uk/prevention-of-future-death-reports/marina-waldron-prevention-of-future-deaths-report/,2025-05-20,Nutritional needs were poorly considered or managed during the hospital admission.,Inadequate management of nutritional requirements during hospitalisation.,Nutritional care failure,0.97216796875,3
114,iss_0006438,https://www.judiciary.uk/prevention-of-future-death-reports/david-hall-prevention-of-future-deaths-report/,2023-10-12,Nutritional requirements were not fully met during the hospital admission.,Inadequate nutritional intake during hospitalisation.,Nutritional deficiency,0.9526348114013672,4
114,iss_0011154,https://www.judiciary.uk/prevention-of-future-death-reports/averil-hart/,2021-03-03,Patients with severe malnourishment did not receive adequate monitored oral nutrition or nasogastric feeding during acute admission.,Inadequate nutritional support for patients with severe malnourishment during acute admission.,Clinical care deficit,0.9510535001754761,5
115,iss_0005297,https://www.judiciary.uk/prevention-of-future-death-reports/richard-collins-prevention-of-future-deaths-report/,2024-03-07,The DVLA was not notified of the deceased's medical condition by healthcare professionals.,Failure to notify the DVLA of a driver's medical condition.,Reporting failure,0.9708321690559387,1
115,iss_0012035,https://www.judiciary.uk/prevention-of-future-death-reports/joan-williams/,2020-06-16,The driver failed to notify the DVLA of her Alzheimer's dementia diagnosis.,Failure to notify the DVLA of a medical condition.,Medical notification failure,0.9690693616867065,2
115,iss_0000791,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-sampson-prevention-of-future-deaths-report/,2025-11-12,Drivers fail to self-refer medical conditions to the DVLA for assessment.,Failure to report medical conditions to the DVLA for assessment.,Medical reporting failure,0.9666510820388794,3
115,iss_0019386,https://www.judiciary.uk/prevention-of-future-death-reports/arenijus-nedzelskies/,2016-01-13,The deceased failed to report chronic misuse of cannabinoid receptor agonists to the DVLA Medical Branch.,Failure to report medical conditions to the driving licensing authority.,Non-disclosure of medical information,0.9512686729431152,4
115,iss_0011181,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-biddlecombe/,2021-02-25,The medical practice failed to inform the DVLA of medical conditions relevant to the deceased's driving safety.,Failure to notify authorities of medical conditions affecting driving safety.,Reporting failure,0.9381216168403625,5
116,iss_0000898,https://www.judiciary.uk/prevention-of-future-death-reports/danielle-jones-prevention-of-future-deaths-report/,2025-10-27,The GP practice failed to review prescription medications following the patient's self-disclosure of medication overdose.,Failure to review medications following disclosure of an overdose.,Clinical monitoring failure,0.9786708950996399,1
116,iss_0000901,https://www.judiciary.uk/prevention-of-future-death-reports/danielle-jones-prevention-of-future-deaths-report/,2025-10-27,The GP practice failed to implement medication reviews after the patient reported intentional overdose of prescribed drugs.,Failure to conduct medication reviews following reports of intentional overdose.,Clinical oversight failure,0.9586005210876465,2
116,iss_0018470,https://www.judiciary.uk/prevention-of-future-death-reports/lee-grimes/,2016-07-26,No action was taken by Next Stage following the initial disclosure of a medication overdose.,Failure to take action following disclosure of a medication overdose.,Inadequate incident response,0.955315351486206,3
116,iss_0006668,https://www.judiciary.uk/prevention-of-future-death-reports/amanda-kramer-prevention-of-future-deaths-report/,2023-09-11,Clinical oversight failed to monitor medication use following repeated deliberate overdoses.,Failure to monitor medication use following deliberate overdose incidents.,Clinical oversight failure,0.9552363157272339,4
116,iss_0018471,https://www.judiciary.uk/prevention-of-future-death-reports/lee-grimes/,2016-07-26,The Community Mental Health Team failed to respond to or action a message regarding a medication overdose.,Failure to respond to a medication overdose notification.,Clinical communication failure,0.9459565877914429,5
117,iss_0009298,https://www.judiciary.uk/prevention-of-future-death-reports/yvonne-eaves-prevention-of-future-deaths-report/,2022-04-01,Clinical staff lacked sufficient awareness of the venous thromboembolism policy and its implementation.,Insufficient staff awareness of venous thromboembolism policy and implementation.,Policy awareness,0.9712996482849121,1
117,iss_0000917,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-towle-prevention-of-future-deaths-report/,2025-10-24,Training regarding the local venous thromboembolism policy is not robust or is not being properly engaged with by staff.,Staff training on local venous thromboembolism policy is inadequate or poorly engaged.,Training and compliance,0.9510900974273682,2
117,iss_0000918,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-towle-prevention-of-future-deaths-report/,2025-10-24,The local venous thromboembolism policy lacks clarity and consistency across all wards within the Trust.,Inconsistency and lack of clarity in local venous thromboembolism policy.,Policy inconsistency,0.947953999042511,3
117,iss_0006272,https://www.judiciary.uk/prevention-of-future-death-reports/irene-white-prevention-of-future-deaths-report/,2023-11-07,The nursing home lacked a formal deep vein thrombosis policy.,Absence of a formal deep vein thrombosis policy.,Policy deficiency,0.9332586526870728,4
117,iss_0000916,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-towle-prevention-of-future-deaths-report/,2025-10-24,Staff lack proper working knowledge of the current local venous thromboembolism risk assessment policy.,Staff lack sufficient knowledge of the local venous thromboembolism risk assessment policy.,Training and competence,0.926411509513855,5
118,iss_0000956,https://www.judiciary.uk/prevention-of-future-death-reports/marc-davies-prevention-of-future-deaths-report/,2025-10-20,Staff failed to seek medical assistance when the resident was found unconscious.,Failure to seek medical assistance for an unconscious resident.,Failure to provide care,0.9851275682449341,1
118,iss_0023073,https://www.judiciary.uk/prevention-of-future-death-reports/sandra-wordingham/,2013-12-17,Staff failed to seek medical opinion when a resident remained unconscious for an extended period.,Failure to seek medical advice for an unconscious resident.,Medical neglect,0.9760059118270874,2
118,iss_0023075,https://www.judiciary.uk/prevention-of-future-death-reports/sandra-wordingham/,2013-12-17,The failure to seek timely medical attention for unconscious residents poses a risk of unnecessary death or injury.,Failure to seek timely medical attention for unconscious residents.,Delayed medical response,0.973944902420044,3
118,iss_0009621,https://www.judiciary.uk/prevention-of-future-death-reports/maria-howell-prevention-of-future-deaths-report/,2022-01-27,Staff failed to call an ambulance for twelve hours after the resident became unwell.,Failure to summon emergency medical services following a resident becoming unwell.,Delayed medical response,0.9324302077293396,4
118,iss_0012202,https://www.judiciary.uk/prevention-of-future-death-reports/john-gregory/,2020-03-20,"Staff at Muriel Street Resource Centre failed to monitor residents effectively, leaving a resident unnoticed while unconscious.",Failure to monitor residents effectively leading to undetected unconsciousness.,Inadequate supervision,0.9291610717773438,5
119,iss_0001357,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-barber-prevention-of-future-deaths-report/,2025-08-12,There is no clearly defined pathway for young persons transitioning between CAMHS and adult psychiatric services.,Lack of defined transition pathways between paediatric and adult mental health services.,Service transition gaps,0.9773524403572083,1
119,iss_0009647,https://www.judiciary.uk/prevention-of-future-death-reports/luke-wilden-prevention-of-future-deaths-report/,2022-01-16,Transition arrangements for individuals with high functioning autism from Child and Adolescent to Adult Mental Health services were inadequate.,Inadequate transition arrangements for individuals moving from paediatric to adult mental health services.,Service transition failure,0.9742506742477417,2
119,iss_0005010,https://www.judiciary.uk/prevention-of-future-death-reports/axel-price-prevention-of-future-deaths-report/,2024-04-15,There is a lack of national guidance and provision for young people transitioning from CAMBS to adult services.,Insufficient national guidance and provision for transitions from CAMHS to adult services.,Service transition inadequacy,0.9647166728973389,3
119,iss_0005011,https://www.judiciary.uk/prevention-of-future-death-reports/axel-price-prevention-of-future-deaths-report/,2024-04-15,There is a lack of a recognised pathway for young people transitioning to adult services.,Lack of a recognised pathway for transition to adult services.,Service transition gap,0.9539373517036438,4
119,iss_0013112,https://www.judiciary.uk/prevention-of-future-death-reports/oliver-sharp/,2019-10-01,The transition from CAMHS to adult services creates a high-risk cliff edge for adolescents.,Transition from paediatric to adult mental health services creates significant risk.,Service transition risk,0.9400669932365417,5
120,iss_0008195,https://www.judiciary.uk/prevention-of-future-death-reports/ronald-kelly-prevention-of-future-deaths-report/,2022-11-15,A patient was discharged from hospital without a follow-up arrangement to ensure they were coping or to assist with care.,Patient discharged from hospital without follow-up care arrangements.,Discharge planning failure,0.981173038482666,1
120,iss_0007276,https://www.judiciary.uk/prevention-of-future-death-reports/brenda-shield-prevention-of-future-deaths-report/,2023-06-07,The patient was discharged from hospital without a planned follow-up.,Patient discharged from hospital without a planned follow-up appointment.,Discharge planning failure,0.9658870100975037,2
120,iss_0001529,https://www.judiciary.uk/prevention-of-future-death-reports/isaac-ingle-gillis-prevention-of-future-deaths-report/,2025-07-22,The patient was discharged following assessment without follow-up care.,Patient discharged without provision for follow-up care.,Inadequate discharge planning,0.959374189376831,3
120,iss_0017496,https://www.judiciary.uk/prevention-of-future-death-reports/lester-stacey/,2017-03-10,The deceased was discharged from inpatient care without follow-up appointments being arranged.,Patient discharged from inpatient care without arranged follow-up appointments.,Discharge planning failure,0.9562510251998901,4
120,iss_0015981,https://www.judiciary.uk/prevention-of-future-death-reports/michael-vukovic/,2018-01-29,The patient was discharged from hospital without adequate follow-up care.,Patient discharged from hospital without adequate follow-up care.,Inadequate discharge planning,0.9542377591133118,5
121,iss_0023085,https://www.judiciary.uk/prevention-of-future-death-reports/sean-seabourne/,2013-12-17,The Assessment Team failed to recognise the urgency of the referral.,Failure to recognise the urgency of a referral.,Process failure,0.965892493724823,1
121,iss_0017287,https://www.judiciary.uk/prevention-of-future-death-reports/charlotte-agnew/,2017-04-20,The Trust failed to provide timely assessments following urgent referrals from General Practitioners.,Failure to provide timely assessments following urgent referrals.,Delayed clinical assessment,0.9636819958686829,2
121,iss_0019257,https://www.judiciary.uk/prevention-of-future-death-reports/marilyn-anson/,2016-02-12,The urgent referral to the 'hot foot' clinic was not processed in a timely manner.,Failure to process urgent clinical referrals in a timely manner.,Delayed clinical processing,0.9542092680931091,3
121,iss_0001701,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-mallinson-prevention-of-future-deaths-report/,2025-06-30,Out of hours clinicians failed to respond to urgent referrals within the required timeframe.,Failure to respond to urgent referrals within required timeframes.,Clinical response delay,0.9503076076507568,4
121,iss_0012018,https://www.judiciary.uk/prevention-of-future-death-reports/prince-fosu/,2020-07-06,Staff failed to recognise when a referral to healthcare was required.,Failure to recognise the need for a healthcare referral.,Clinical oversight,0.9181331396102905,5
122,iss_0008587,https://www.judiciary.uk/prevention-of-future-death-reports/eliot-harris-prevention-of-future-deaths-report/,2022-08-22,Clinical records failed to adequately document the rationale for important decisions.,Clinical records lack sufficient documentation of decision-making rationale.,Inadequate clinical documentation,0.9751361012458801,1
122,iss_0016130,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-postill/,2017-12-21,Hospital documentation lacked sufficient detail regarding clinical decision-making.,Clinical documentation lacks sufficient detail regarding decision-making processes.,Inadequate clinical documentation,0.9649401903152466,2
122,iss_0008194,https://www.judiciary.uk/prevention-of-future-death-reports/sally-ann-few-prevention-of-future-deaths-report/,2022-11-15,Medical notes failed to document the rationale for clinical decisions or details of patient discussions.,Clinical documentation lacks rationale for decisions and details of patient discussions.,Incomplete clinical documentation,0.9612542390823364,3
122,iss_0012097,https://www.judiciary.uk/prevention-of-future-death-reports/evelyn-ross/,2020-04-27,Clinical documentation lacked sufficient detail to track patient condition or decision-making rationale.,Clinical documentation lacks sufficient detail for tracking patient condition or decision-making.,Inadequate clinical documentation,0.9597353339195251,4
122,iss_0001775,https://www.judiciary.uk/prevention-of-future-death-reports/pamela-brand-prevention-of-future-deaths-report/,2025-06-18,Hospital records lacked key details regarding clinical observations and the rationale for clinical decision making.,Clinical records lack essential observations and decision-making rationales.,Incomplete medical documentation,0.9534609913825989,5
123,iss_0002165,https://www.judiciary.uk/prevention-of-future-death-reports/sybil-morgan-gray-prevention-of-future-deaths-report/,2025-05-07,Blood glucose monitoring was not performed for several hours following a hypoglycaemic episode.,Failure to monitor blood glucose levels following a hypoglycaemic event.,Clinical monitoring failure,0.9691934585571289,1
123,iss_0001778,https://www.judiciary.uk/prevention-of-future-death-reports/edward-cassin-prevention-of-future-deaths-report/,2025-06-18,Hospital guidelines for managing hypoglycaemic episodes were not followed.,Failure to follow clinical guidelines for managing hypoglycaemia.,Clinical guideline non-compliance,0.966252326965332,2
123,iss_0011153,https://www.judiciary.uk/prevention-of-future-death-reports/averil-hart/,2021-03-03,Critical medical instructions regarding the monitoring and treatment of hypoglycaemia were not followed.,Failure to follow critical medical instructions for hypoglycaemia management.,Medical non-compliance,0.9632344245910645,3
123,iss_0009590,https://www.judiciary.uk/prevention-of-future-death-reports/colm-mccabe-prevention-of-future-deaths-report/,2022-01-31,Blood sugar levels were not monitored despite high readings and clinical risk.,Failure to monitor blood glucose levels despite clinical risk.,Clinical monitoring failure,0.940850019454956,4
123,iss_0010828,https://www.judiciary.uk/prevention-of-future-death-reports/john-lott/,2021-05-10,Hypoglycaemia was not adequately managed during the patient's hospitalisation.,Inadequate management of hypoglycaemia during hospitalisation.,Clinical management failure,0.9381916522979736,5
124,iss_0001786,https://www.judiciary.uk/prevention-of-future-death-reports/sonia-sore-prevention-of-future-deaths-report/,2025-06-17,A culture of failing to follow risk mitigation measures existed among staff at the care home.,Failure to adhere to established risk mitigation measures.,Compliance failure,0.9815276861190796,1
124,iss_0001785,https://www.judiciary.uk/prevention-of-future-death-reports/sonia-sore-prevention-of-future-deaths-report/,2025-06-17,Staff regularly failed to implement identified risk mitigation measures.,Failure to implement identified risk mitigation measures.,Compliance failure,0.959331214427948,2
124,iss_0023072,https://www.judiciary.uk/prevention-of-future-death-reports/christine-williamson/,2013-12-18,A failure to implement preventative measures to mitigate identified risks.,Failure to implement identified risk mitigation measures.,Risk management failure,0.959331214427948,3
124,iss_0019610,https://www.judiciary.uk/prevention-of-future-death-reports/brian-shillinglaw/,2015-11-06,Compliance with Trust policies regarding risk assessment and management.,Failure to comply with risk assessment and management policies.,Policy non-compliance,0.9483009576797485,4
124,iss_0010753,https://www.judiciary.uk/prevention-of-future-death-reports/neil-challinor-mooney/,2021-05-20,Nursing staff failed to follow established risk management policies.,Failure to adhere to established risk management policies.,Policy non-compliance,0.9354006052017212,5
125,iss_0020173,https://www.judiciary.uk/prevention-of-future-death-reports/janine-kaiser/,2015-07-14,Referral to Tissue Viability Nurses was delayed.,Delay in referral to tissue viability nurses.,Delayed clinical referral,0.9876432418823242,1
125,iss_0023572,https://www.judiciary.uk/prevention-of-future-death-reports/mohammed-chaudhury/,2013-08-20,There were delays in referrals to tissue viability nurses.,Delays in referrals to tissue viability nurses.,Clinical referral delays,0.9842248558998108,2
125,iss_0001849,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,Referrals to tissue viability specialists were made too late.,Delays in referring patients to tissue viability specialists.,Delayed specialist referral,0.9655882120132446,3
125,iss_0018189,https://www.judiciary.uk/prevention-of-future-death-reports/norman-beard/,2016-10-07,Pressure ulcers were not referred to tissue viability nurses in a timely fashion.,Delayed referral of pressure ulcers to tissue viability nurses.,Clinical referral delay,0.9653135538101196,4
125,iss_0011186,https://www.judiciary.uk/prevention-of-future-death-reports/cecilia-edwards/,2021-02-22,Failure to refer a category 3 pressure ulcer to the tissue viability nurse.,Failure to refer category 3 pressure ulcers to a tissue viability nurse.,Clinical referral failure,0.9447493553161621,5
126,iss_0003006,https://www.judiciary.uk/prevention-of-future-death-reports/victor-knowles-prevention-of-future-deaths-report/,2025-01-02,The nursing home failed to conduct an internal investigation into the care provided.,Failure to conduct an internal investigation into provided care.,Lack of investigation,0.9767820835113525,1
126,iss_0001850,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,No internal investigation was conducted into the care failures.,Failure to conduct an internal investigation into care failures.,Lack of investigation,0.965793251991272,2
126,iss_0009347,https://www.judiciary.uk/prevention-of-future-death-reports/billy-longshaw-prevention-of-future-deaths-report/,2022-03-16,The Trust failed to undertake a detailed investigation into the care and treatment provided to the deceased.,Failure to conduct a detailed investigation into care and treatment provided.,Investigation failure,0.9512738585472107,3
126,iss_0006725,https://www.judiciary.uk/prevention-of-future-death-reports/donna-levy-prevention-of-future-deaths-report/,2023-08-31,The trust failed to undertake a serious investigation into the patient's care.,Failure to conduct a thorough investigation into patient care.,Investigation failure,0.935461699962616,4
126,iss_0020498,https://www.judiciary.uk/prevention-of-future-death-reports/doreen-wood/,2015-04-29,The practice has not conducted a formal internal investigation into the clinical failures.,Failure to conduct a formal internal investigation into clinical failures.,Investigation inadequacy,0.9201744198799133,5
127,iss_0006149,https://www.judiciary.uk/prevention-of-future-death-reports/sarah-read-prevention-of-future-deaths-report/,2023-11-17,There is no provision in Lancashire for thrombectomy services following a stroke after 5pm.,Lack of out-of-hours thrombectomy services for stroke patients in Lancashire.,Service availability,0.9718594551086426,1
127,iss_0002473,https://www.judiciary.uk/prevention-of-future-death-reports/barry-myers-prevention-of-future-deaths-report/,2025-03-12,There is no mechanical thrombectomy service available outside of operational hours at University Hospitals Sussex NHS Foundation Trust.,Lack of out-of-hours mechanical thrombectomy services at a specific NHS trust.,Service availability,0.9637234210968018,2
127,iss_0005963,https://www.judiciary.uk/prevention-of-future-death-reports/jasbir-pahal-prevention-of-future-deaths-report/,2023-12-08,No commissioned thrombectomy service exists for CHFT stroke patients outside of weekday business hours.,Lack of out-of-hours commissioned thrombectomy services for stroke patients.,Service availability,0.9623273015022278,3
127,iss_0001943,https://www.judiciary.uk/prevention-of-future-death-reports/michelle-mason-prevention-of-future-deaths-report/,2025-06-02,The 24/7 thrombectomy service specified by NHS England is not being delivered in Lancashire.,Failure to deliver specified 24/7 thrombectomy services in Lancashire.,Service delivery failure,0.9482975602149963,4
127,iss_0002475,https://www.judiciary.uk/prevention-of-future-death-reports/barry-myers-prevention-of-future-deaths-report/,2025-03-12,Insufficient funding exists to provide urgent mechanical thrombectomy services between 16:00 and 08:00.,Inadequate funding for out-of-hours mechanical thrombectomy services.,Resource deficiency,0.9462438821792603,5
128,iss_0002021,https://www.judiciary.uk/prevention-of-future-death-reports/shaun-bass-prevention-of-future-deaths-report/,2025-05-23,Published guidance does not provide specific training or guidance to sellers of reportable poisons acquired via online marketplaces.,Guidance lacks specific training for sellers of reportable poisons via online marketplaces.,Inadequate regulatory guidance,0.997959554195404,1
