group_id,group_label,group_description,issue_count,report_count,first_date,last_date,median_centroid_similarity,sample_issues
206,Inadequate resident monitoring,Failure to properly observe residents and track vital health indicators.,4,4,2014-07-25,2022-02-22,0.9472610354423523,Failure to monitor resident vital signs. | Inadequate monitoring of a resident. | Failure to monitor a resident following missed medication and meals.
207,Inadequate flood warning signage,There is insufficient signage to alert motorists to potential flooding risks on the road.,4,4,2016-03-30,2022-02-16,0.9861997365951538,Insufficient warning signage regarding potential flooding on the road. | Insufficient signage warning of potential flooding risks to motorists. | Inadequate signage warning of flood risks on a road slip road.
208,High agency nursing reliance,Excessive use of temporary agency staff within nursing teams.,4,4,2019-05-17,2021-11-03,0.9616404175758362,Excessive reliance on agency nursing staff within the hospital trust. | Overreliance on agency nursing staff. | High reliance on agency nursing staff within the Trust.
209,Umbilical venous catheterisation guidance,Lack of standardised clinical protocols and training for umbilical venous catheter insertion.,4,2,2013-10-23,2020-11-19,0.9604207873344421,Absence of national clinical guidelines for umbilical venous catheterisation. | Insufficient training and education regarding umbilical venous catheter guidelines. | Failure to follow clinical guidelines for umbilical venous catheter insertion.
210,Non-compliance with NICE guidelines,Failure to adhere to clinical standards for head injury management.,4,4,2015-01-29,2020-10-14,0.9590867757797241,Failure to follow NICE clinical guidelines for head injury management. | Local policies for head injury treatment deviate from NICE guidelines. | Lack of adherence to NICE guidelines for head injuries among GPs in Wales.
211,Care plan documentation failures,Inadequate recording and management of patient care plans.,4,4,2014-12-04,2020-02-05,0.9553110003471375,Failure to document the ongoing nature of a care plan. | Failure to create a formal written care plan for a patient. | Failure to prepare structured care plans for each patient.
212,Inadequate overtaking prohibition markings,Missing continuous white lines to prevent unsafe overtaking on bends.,4,4,2019-11-01,2019-12-05,0.9971620440483093,Absence of continuous white lines to prohibit overtaking on a bend. | Lack of double white lines to prohibit overtaking.
213,Cardiotocograph interpretation errors,Failure to correctly identify or classify abnormal CTG readings.,4,3,2014-03-06,2019-05-17,0.955940842628479,Failure to identify abnormal CTG readings. | Failure to correctly interpret abnormal cardiotocograph traces. | Failure to identify a pathological abnormality in a CTG trace.
214,Inadequate discharge planning,Failures in planning patient transitions and continuity of care.,4,4,2015-02-18,2017-12-12,0.9524804949760437,Discharge planning was inadequate or absent. | Inadequate discharge planning and lack of continuity of care. | Inadequate discharge planning failed to ensure essential provisions for a patient.
215,Inadequate response to self-harm and suicide,Failure to recognise or act upon documented threats and histories of self-harm or suicide.,4,4,2014-09-30,2017-09-13,0.9524917006492615,Failure to recognise or act upon documented self-harm and suicide threats. | Failure to act upon documented self-harm threats. | Failure to communicate or act upon recorded suicidal threats.
216,Inadequate neurological observations,Neurological monitoring was not performed or recorded according to required frequency and policy standards.,4,4,2015-01-21,2017-03-16,0.9616249799728394,Neurological observations were not performed at the required intervals. | Neurological observations were not performed to an acceptable standard or within required timeframes. | Neurological observations were not recorded at the required minimum frequency.
217,Patient safety framework investigation failures,"Failure to identify, initiate, or complete required investigations under the patient safety framework.",3,2,2025-09-29,2026-03-10,0.9667476415634155,Failure to conduct a required patient safety framework investigation. | Failure to investigate a death under the required patient safety framework. | Failure to identify a case for investigation under the Patient Safety Framework.
218,Poor inter-agency communication,Inadequate information sharing and coordination between police and mental health services.,3,2,2020-02-10,2026-03-05,0.961101770401001,Insufficient operational liaison between police and NHS mental health services. | Ineffective communication between mental health services and police forces. | Lack of established links between police safeguarding and NHS mental health teams.
219,Inadequate incident review processes,Failure to conduct timely or formal reviews of clinical incidents and related records.,3,3,2018-07-18,2026-02-26,0.965340256690979,Failure to perform timely clinical reviews of incidents. | Failure to conduct a formal incident review following a clinical event. | Failure to review clinical records to identify previous incidents.
220,Inadequate record keeping,Documentation is incomplete and contains significant gaps.,3,3,2018-08-08,2026-02-19,0.9725015759468079,Record keeping is inadequate and incomplete. | Record keeping practices were inadequate. | Significant gaps and omissions in record keeping.
221,Inconsistent handover procedures,A lack of standardised protocols for transferring patient information during handovers.,3,3,2014-04-14,2026-02-12,0.9646980166435242,Lack of standardised handover procedures risks reducing patient care quality. | Lack of standardised handover procedures prevents effective patient monitoring. | Lack of standardised handover guidance risks incomplete or incorrect information transfer.
222,Delayed patient discharge risks,Delays in discharging patients increase exposure to hospital-acquired infections and environmental hazards.,3,3,2021-06-10,2026-02-10,0.9743040800094604,Delayed patient discharge increases risk of hospital-acquired infection. | Delayed discharge planning increases risk of hospital-acquired infection. | Delayed patient discharge increases exposure to risks in acute hospital environments.
223,Emergency reporting failure,Failure to notify authorities or medical staff during a psychiatric crisis.,3,3,2026-02-09,2026-02-09,1.0019655227661133,Failure to report a medical emergency during a psychotic episode.
224,Incorrect resuscitation techniques,Healthcare staff failed to follow correct CPR and airway management procedures.,3,3,2025-10-13,2026-02-09,0.9973037242889404,Healthcare staff performed incorrect CPR and airway management techniques. | Healthcare staff used incorrect CPR techniques.
225,Neurodevelopmental assessment delays,Long waiting periods for neurodevelopmental diagnoses and assessments.,3,3,2023-04-03,2026-02-05,0.985640287399292,Excessive waiting times for neurodevelopmental assessments. | Excessive waiting times for neurodevelopmental assessments and diagnoses. | Excessive waiting times for autism spectrum disorder assessments.
226,Ambulance resource shortages,Inadequate availability of emergency vehicles threatens patient safety.,3,3,2023-11-07,2026-02-02,0.9897302389144897,Insufficient ambulance resources pose a risk to patient lives. | Persistent unavailability of ambulance resources poses a risk to life.
227,Inadequate Staffing Levels,Insufficient personnel increases the risk of patient falls.,3,3,2018-07-20,2026-01-28,0.9719719290733337,Inadequate staffing levels to manage high risk of falls. | Insufficient staffing levels increase the risk of patient falls. | Inadequate staffing levels during recorded patient falls.
228,Inadequate staff supervision and training,"Failure to provide sufficient oversight, training, and management for care personnel.",3,3,2013-08-30,2026-01-21,0.9478855729103088,"Inadequate management, staff training, and supervision within a care facility. | Failure to implement adequate supervision or oversight within a care facility. | Inadequate training, support, and supervision of care staff."
229,Inadequate pain management,Failure to properly control or monitor patient pain levels.,3,3,2016-12-15,2026-01-08,0.9735362529754639,Inadequate management of pain. | Inadequate management of post-operative pain. | Inadequate pain management for the patient.
230,Illicit drug interaction risks,Failure to assess or warn about risks involving the use of prescribed and illicit substances.,3,3,2018-05-08,2025-12-29,0.9585203528404236,Failure to assess risks of drug interactions with illicit substances. | Failure to assess risks of concomitant use of prescribed and illicit drugs. | Failure to provide warnings regarding drug interactions with illicit substances.
231,Access to self-harm means,Availability of products and instructions for self-harm on online platforms.,3,3,2023-12-19,2025-12-09,0.9642979502677917,Easy access to means of self-harm via online retailers. | Availability of products used to promote self-harm or suicide. | Availability of instructional material for self-harm on e-commerce platforms.
232,Bed availability shortages,Delays in patient transfers caused by a lack of available ward beds.,3,3,2013-09-23,2025-12-04,0.9613752365112305,Patient transfer delayed due to insufficient bed availability. | Inability to transfer patient due to lack of available ward beds. | Patient transfer delays due to high demand and bed shortages.
233,Inadequate admission clinical assessments,Failure to complete required clinical assessments or clerking during the patient admission process.,3,3,2022-10-17,2025-11-11,0.9605544209480286,Failure to perform formal clinical assessment upon patient admission. | Failure to perform formal clinical clerking upon patient admission. | Failure to conduct required assessments before patient admission.
234,Delayed or missed CT scans,Failure to order or complete required CT scans within the required timeframe.,3,3,2019-11-12,2025-10-28,0.9731701016426086,Failure to perform a required CT scan within the mandated timeframe. | Failure to perform required CT scans on three occasions. | Failure to order or complete a required CT scan.
235,Clinical communication failures,Breakdowns in information sharing between medical teams and organisations causing delays in patient care.,3,3,2015-12-01,2025-09-25,0.9581586122512817,Communication failures between clinical teams caused delays in patient care. | Communication failures between clinicians and trusts causing delays in patient care. | Ineffective communication between specialist teams causes delays in care.
236,Ambulance handover delays,Delays in hospital handovers increase emergency response times.,3,3,2024-03-25,2025-08-20,0.9691554307937622,Extended hospital handovers cause delays in ambulance response times. | Ambulance handover delays increase emergency response times. | Delayed patient discharges cause ambulance handover delays and increased response times.
237,Ketamine health risk awareness,Lack of understanding regarding the long-term health consequences of ketamine use.,3,2,2024-11-05,2025-08-19,0.9572347402572632,Insufficient awareness of long-term health risks associated with ketamine use. | Insufficient knowledge regarding the long-term health effects of chronic ketamine use. | Insufficient public understanding of the risks associated with ketamine use.
238,Nitrofurantoin pulmonary toxicity awareness,Insufficient information regarding the risk of lung damage caused by nitrofurantoin.,3,2,2023-09-29,2025-08-19,0.9775717258453369,Lack of awareness regarding the risk of lung damage from nitrofurantoin. | Inadequate warning regarding the risk of irreversible lung damage from nitrofurantoin. | Insufficient clinical awareness of nitrofurantoin-induced pulmonary damage risk in elderly patients.
239,Inadequate junction risk mitigation,Safety measures and planning for junction risks are insufficient.,3,3,2021-03-08,2025-08-12,0.9520678520202637,Insufficient safety measures implemented to mitigate junction risks. | Existing safety measures are insufficient to ensure junction safety. | Lack of definitive plans to mitigate identified junction risks.
240,Bed rail training deficiencies,Staff lack sufficient knowledge regarding the assessment and management of bed rails.,3,3,2015-02-18,2025-08-07,0.9729125499725342,Inadequate staff training on the use of bed rails. | Inadequate staff training regarding the management of bed rails and bedding. | Insufficient staff knowledge regarding bed rail assessment procedures.
241,Undetected subdural haemorrhage on CT,Failure to identify subdural haemorrhage during initial CT scanning.,3,3,2018-03-29,2025-08-07,0.9853338599205017,Failure to identify a subdural haemorrhage during an initial CT scan. | Failure to identify a subdural haematoma on an initial CT scan report. | Failure to detect a subtle subdural haemorrhage on initial CT scan.
242,Inadequate medication side-effect documentation,Failure to record or act upon warnings regarding medication side effects.,3,3,2015-11-11,2025-08-06,0.9666754007339478,Failure to record advice regarding medication side effects. | Failure to record and act upon a medication-induced side effect. | Failure to document medication side-effect warnings.
243,Unavailability of essential medical equipment,Critical medical devices were missing or inaccessible when required.,3,3,2016-05-19,2025-08-05,0.9677473306655884,Essential medical equipment was unavailable or could not be located. | Essential medical equipment was unavailable in the clinical area. | Essential medical equipment was inaccessible during an emergency.
244,Incident reporting failure,Failure to log identified incidents within the Datix system.,3,3,2024-01-22,2025-08-04,1.0016937255859375,Failure to report an incident via the Datix system. | Failure to report an identified incident via the Datix system.
245,Inadequate staff training,Personnel lack sufficient knowledge of risk assessments and care plans.,3,3,2015-10-16,2025-08-01,0.9748871326446533,Staff lack familiarity with risk assessments and care plans. | Staff were not sufficiently familiar with risk assessments and care plans. | Staff may lack sufficient training for risk assessments and care planning.
246,Poor family engagement,Inadequate communication and involvement with the families of patients.,3,3,2023-06-30,2025-07-25,0.9880741834640503,Ineffective communication with families of patients with mental health difficulties. | Inadequate engagement with patient families by mental health teams.
247,Delayed emergency service notification,Failure to promptly contact emergency services when a patient becomes unresponsive.,3,3,2021-05-28,2025-07-21,0.9914088845252991,Delay in contacting emergency services after discovering an unresponsive patient. | Delay in contacting emergency services after a patient becomes unresponsive. | Delay in contacting emergency services following discovery of an unresponsive individual.
248,Inadequate reasonable adjustments,Failure to implement necessary support for neurodiversity and learning disabilities.,3,3,2023-10-16,2025-07-14,0.9810612797737122,Failure to provide necessary reasonable adjustments for neurodiversity and learning disabilities. | Failure to implement reasonable adjustments for neurodiversity and learning disabilities. | Failure to provide reasonable adjustments for learning disabilities and communication impairments.
249,Delayed patient discharges,Slow discharge processes causing overcrowding in the emergency department.,3,3,2023-07-19,2025-07-10,0.96896892786026,Delayed patient discharges impact emergency department operations. | Delayed patient discharges causing emergency department boarding. | Delayed patient discharges lead to emergency department overcrowding.
250,Emergency medical protocol failure,Failure to follow established procedures for initiating medical assistance and emergency response.,3,3,2016-05-15,2025-07-04,0.963893473148346,Failure to initiate emergency medical protocols. | Failure to initiate emergency medical protocols in accordance with established policy. | Failure to summon emergency assistance according to established medical response protocols.
251,Inadequate psychiatric assessment,Failure to properly review or evaluate a patient's mental health history and status.,3,3,2023-04-26,2025-07-04,0.9563828706741333,Failure to review a patient's mental health history during clinical assessment. | Failure to assess a patient's mental health status. | Failure to obtain a thorough psychiatric history during clinical assessment.
252,Action plan implementation failure,Failure to execute or monitor agreed remedial actions.,3,3,2017-12-04,2025-06-23,0.969464898109436,Failure to implement required actions from the action plan. | Failure to implement or approve essential actions within an identified action plan. | Failure to demonstrate effective implementation of an agreed action plan.
253,Dietary and supervision non-compliance,Failure to follow specified nutritional and monitoring instructions.,3,3,2022-12-05,2025-06-18,0.9808200597763062,Failure to adhere to prescribed dietary requirements. | Failure to adhere to dietary restrictions. | Failure to adhere to required dietary and supervision requirements.
254,Incomplete clinical documentation,Failure to record essential patient observations and significant medical events in clinical records.,3,3,2014-03-31,2025-06-17,0.9709734916687012,Clinical observations were not appropriately recorded in patient records. | Required clinical observations were not recorded in medical records. | Clinical documentation failed to record significant patient events and observations.
255,Inadequate fall risk management,"Failure to properly assess, document, and implement measures to prevent falls.",3,3,2017-11-20,2025-06-13,0.9814568758010864,Inadequate risk assessments and referrals prevented appropriate fall prevention measures. | Inadequate risk assessments and referrals prevented appropriate fall mitigation measures. | Fall risk assessments and preventative measures were not adequately documented.
256,Nitazene contamination in vapes,Risks associated with nitazene presence in cannabinoid vaping products.,3,1,2025-06-06,2025-06-06,0.9753491878509521,Lack of awareness regarding risks from nitazene contamination in cannabinoid vapes. | Insufficient recognition of nitazenes in cannabinoid vaping fluids. | Risk of overdose from unpredictable nitazene dosage via vaping.
257,Inadequate medication history management,"Failure to properly record, review, or utilise patient medication histories during clinical care.",3,3,2014-03-25,2025-06-05,0.9618289470672607,Failure to recognise or act upon a patient's medication history. | Failure to consider patient medical history during medication administration. | Failure to promptly obtain previous medication history upon patient admission.
258,Unauthorised data distribution,The sharing of vendor contact information on platforms that promote self-harm.,3,3,2025-05-23,2025-05-23,0.998710036277771,Unauthorised distribution of vendor contact details by platforms promoting self-harm.
259,Failure to implement organisational learning,Failure to apply lessons learned from fatal incidents across the organisation.,3,3,2019-07-31,2025-05-20,0.9632023572921753,Failure to implement collective learning following a fatal incident. | Failure to identify learning opportunities from a fatal incident investigation. | Failure to implement organisational learning from incidents.
260,Inadequate shoulder dystocia risk disclosure,Failure to properly inform patients about the risks associated with shoulder dystocia.,3,3,2021-07-20,2025-04-25,0.9659371376037598,Failure to disclose risks of shoulder dystocia during the antenatal period. | Failure to recognise the risk of shoulder dystocia during pregnancy. | Inadequate disclosure of fetal death risks during shoulder dystocia counselling.
261,Inaccurate medication weight-based dosing,Failure to adjust medication dosages following changes in patient weight.,3,3,2016-04-12,2025-04-04,0.9641664624214172,Inappropriate medication dosing due to failure to monitor weight changes. | Failure to adjust medication dosage according to patient body weight. | Failure to challenge inappropriate medication dosages despite identifying incorrect patient weight.
262,Unresolved internal investigation findings,Failure to act upon recommendations from previous internal reviews and investigations.,3,3,2019-02-21,2025-04-04,0.9694749116897583,Failure to implement recommendations from an internal investigation. | Failure to implement recommendations from an internal review. | Failure to implement findings from previous internal investigations.
263,Inadequate clinical monitoring,Failure to properly observe and track patients identified as being at high risk.,3,3,2023-07-18,2025-03-18,0.9536110162734985,Insufficient monitoring of high-risk patients after clinical assessment. | Failure to implement monitoring following identification of clinical risk factors. | Insufficient monitoring of high-risk patients via peripheral vision.
264,Inadequate one-to-one observations,Failure to implement or maintain required individualised monitoring of patients.,3,3,2017-07-14,2025-03-13,0.9753661155700684,Failure to provide required one-to-one observation following admission. | Failure to provide required continuous one-to-one observations. | Failure to implement appropriate one-to-one observations.
265,Inadequate mental health assessments,Failure to perform necessary risk and capacity evaluations regarding mental health.,3,3,2021-06-23,2025-03-13,0.9503625631332397,"Failure to conduct an adequate mental health or risk assessment. | Failure to perform a risk assessment following reported decline in mental health. | Failure to conduct required risk, capacity, and mental health assessments."
266,Inter-agency information sharing,Insufficient communication between organisations prevents accurate risk assessments.,3,3,2025-01-10,2025-03-04,0.982772946357727,Inadequate information sharing between agencies prevents accurate risk assessment. | Inadequate information sharing between agencies prevented accurate risk assessment. | Insufficient inter-agency information sharing hinders effective risk assessments.
267,Clinical communication breakdown,Failure of information exchange between nursing and medical staff.,3,3,2018-03-13,2025-02-17,0.9694346189498901,Communication failure between ward staff and the on-call junior doctor. | Communication failure between nursing staff and junior doctors regarding treatment requirements. | Widespread communication failure between ward and medical staff.
268,Delayed diagnostic communication,Failures in communicating or identifying critical diagnostic test results in a timely manner.,3,3,2014-05-20,2025-02-06,0.9519543647766113,Failure to act promptly on diagnostic test results due to miscommunication. | Communication failure between clinicians caused a delay in diagnostic testing. | Failure to identify critical diagnostic test results in a timely manner.
269,Insulin administration errors,Failures in delivering the correct dosage or timing of insulin treatments.,3,3,2016-01-20,2025-02-05,0.961219310760498,Failure to administer the correct dose of insulin. | Failure to administer prescribed long-acting insulin dose. | Incorrect administration of insulin following meals in a hospital setting.
270,Neurodiverse patient mental health risks,The A&E environment poses a risk of mental health deterioration for neurodiverse patients.,3,3,2024-12-16,2025-02-05,0.9898579120635986,The A&E environment is unsuitable for neurodiverse patients and risks mental health deterioration. | The A&E environment is unsuitable for neurodiverse patients and may worsen mental health. | The A&E environment may negatively impact neurodiverse patients' mental health.
271,Driver licensing restrictions,Insufficient regulations for young or newly qualified drivers.,3,3,2024-10-17,2025-01-13,0.9919553995132446,Lack of legal restrictions on licences for young or newly qualified drivers. | Driving licence regulations lack restrictions for young or newly qualified drivers.
272,Young driver passenger risk,Higher likelihood of collisions when young drivers carry peer passengers.,3,3,2024-10-17,2025-01-13,0.9963456988334656,Increased collision risk for young drivers carrying peer passengers. | Increased collision risk for young drivers when carrying peer passengers. | Increased collision risk for young drivers travelling with peer passengers.
273,Mental health awareness training,Staff lack the necessary training to recognise signs of mental health decline.,3,2,2014-09-18,2024-12-20,0.9720919728279114,Insufficient training for staff to recognise mental health indicators. | Inadequate training for staff to recognise mental health decline indicators. | Staff lack awareness of mental health indicators.
274,Medication administration error involving allergies,Medicines were administered to patients despite documented allergy information.,3,3,2016-06-29,2024-12-17,0.965924859046936,Medication administered despite documented allergy. | Medication administered despite documented allergy in referral documentation. | Administration of medication to a patient with documented allergies.
275,Positional asphyxia awareness,Lack of public information regarding suffocation risks in baby slings.,3,2,2014-04-04,2024-12-12,0.9868226051330566,Limited public awareness of positional asphyxia risks in baby slings. | Insufficient publicised information regarding the risk of positional asphyxia in baby slings. | Insufficient guidance on infant slumping and suffocation risks in baby slings.
276,Inadequate age verification,Failure to properly verify user age before allowing access to sensitive or harmful content.,3,3,2023-12-28,2024-11-14,0.9712662696838379,Inadequate age and identity verification for accessing harmful online content. | Insufficient age verification for accessing harmful content on digital platforms. | Lack of age verification for accessing sensitive content.
277,Hypokalaemia monitoring protocol non-compliance,Failure to adhere to established clinical guidance for monitoring potassium levels in patients.,3,2,2016-03-19,2024-11-14,0.9740650057792664,Failure to follow clinical monitoring protocols for patients with hypokalaemia. | Failure to follow clinical guidance for monitoring potassium levels in hypokalaemia patients. | Failure to ensure clinical compliance with hypokalaemia management policies.
278,Inadequate discharge consultation,Failure to involve the multidisciplinary team during the patient discharge process.,3,3,2017-08-24,2024-09-18,0.9570105075836182,Failure to consult the multidisciplinary team before patient discharge. | Failure to monitor a patient following discharge and multidisciplinary team discussion. | A patient was discharged without a multidisciplinary team meeting.
279,Failure to recognise clinical deterioration,Inability to identify worsening patient health during transitions of care or prior to discharge.,3,3,2017-07-21,2024-08-27,0.9635241031646729,Failure to identify clinical deterioration before patient discharge. | Failure to recognise clinical deterioration before ward transfer. | Failure to identify patients at high risk of acute clinical deterioration.
280,Adrenaline auto-injector shortages,Limited availability of adrenaline auto-injectors prevents access to essential emergency medication.,3,2,2024-08-20,2024-08-20,0.9777934551239014,Shortage of adrenaline autoinjectors causing unavailability of paediatric doses. | Shortage of adrenaline auto-injectors limits access to emergency medication. | Inconsistent availability of adrenaline auto-injectors in pharmacies during emergencies.
281,Delayed incident reporting,Failure to record incidents within the required timeframe.,3,3,2017-03-09,2024-08-19,0.9755359888076782,Incident reporting was not completed in a timely manner. | Incident reporting failed to meet requirements for timely recording. | Failure to complete incident reports in a timely manner.
282,NEWS score calculation errors,Inaccurate National Early Warning Score computations leading to delayed medical reviews.,3,3,2017-03-16,2024-08-15,0.9887687563896179,Incorrect calculation of the NEWS score. | Incorrect calculation of NEWS score prevented necessary medical review.
283,Inadequate clinical escalation and referral,Failure to refer patients to the multidisciplinary team or senior practitioners following clinical escalation.,3,3,2022-02-08,2024-08-15,0.9618019461631775,Failure to refer a patient to the multi-disciplinary team following clinical escalation. | Failure to escalate patient care for multidisciplinary team review. | Failure to refer patient to senior practitioner following clinical escalation protocol.
284,Inter-agency information sharing failures,Inadequate communication of vital data between police and probation services.,3,2,2019-06-12,2024-08-01,0.9968193173408508,Inadequate information sharing between police and probation services. | Failure to communicate relevant information between police and probation services.
285,Medication handover and transfer failures,Inadequate communication and investigation of medication details during patient transfers.,3,3,2019-03-29,2024-07-23,0.9585084915161133,Failure to provide written medication handover during adult patient transfers. | Failure to communicate recent drug-related presentations during patient handover processes. | Failure to investigate medication omissions during hospital transfers.
286,Delayed antibiotic administration,Failure to provide prescribed antibiotic therapy within the required timeframe.,3,3,2018-03-20,2024-07-12,0.9608852863311768,Significant delay in antibiotic therapy administration. | Delay in administering necessary antibiotic therapy and intravenous fluids. | Delays in the administration of prescribed antibiotics.
287,Road infrastructure maintenance failure,"Neglecting the inspection, reporting, and repair of defective road surfaces and structures.",3,1,2024-05-07,2024-05-07,0.9735101461410522,Failure to inspect defective road infrastructure. | Failure to consider reported road defects by relevant authorities. | Failure to repair road defects to prevent accidents.
288,Medication reconciliation errors,Failure to accurately identify or assess the clinical impact of prescribed and unprescribed medicines.,3,3,2016-07-25,2024-04-30,0.9770693778991699,Failure to identify prescribed medication for a deceased person. | Failure to identify medications not prescribed to a deceased patient. | Failure to recognise the clinical impact of medication on a deceased patient.
289,Defective window restrictors,"Window restrictors are missing, unverified, or failing to prevent full opening.",3,3,2014-04-30,2024-04-22,0.9633547067642212,Inadequate or missing window restrictors. | The presence of a window restrictor was unverified. | Defective window restrictor allows full opening of the window.
290,Medication administration failures,Inadequate or incorrect processes for administering medicines within a care setting.,3,3,2016-02-25,2024-04-12,0.9609086513519287,Inadequate control of medication administration within a care setting. | Inadequate controls for the effective administration of medicines. | Incorrect administration of medication in a care setting.
291,Risk assessment management failures,"Deficiencies in identifying, conducting, and managing high-risk assessments.",3,3,2014-04-07,2024-04-05,0.971143901348114,Inadequate processes for managing high-risk assessments. | Inadequate risk assessment and risk management processes. | Inadequate processes for identifying incomplete risk assessments.
292,Inappropriate clinical care placement,Patients are placed in facilities that cannot meet their specific clinical requirements.,3,3,2014-05-23,2024-03-26,0.9624432325363159,Inappropriate care home placement regarding clinical requirements. | Inappropriate residential care placement for complex clinical needs. | Inappropriate patient placement within a care facility.
293,Anaphylaxis resource and leadership deficit,"A lack of national oversight, systematic management, and research funding for anaphylaxis.",3,2,2023-04-06,2024-01-26,0.9494338035583496,Insufficient national leadership and funding for anaphylaxis management. | Lack of a systematic approach to anaphylaxis awareness and management. | Inadequate funding for research into reducing anaphylaxis-related mortality.
294,Incomplete implementation of safety measures,Failure to carry out recommended remedial safety actions.,3,3,2018-04-30,2024-01-24,0.966215968132019,Failure to fully implement recommended remedial safety measures. | Failure to implement recommended safety mitigation measures. | Failure to implement identified remedial safety works.
295,Welfare check documentation inconsistency,Records of welfare checks lack standardised details and clear definitions of completion.,3,2,2022-01-24,2024-01-11,0.9633462429046631,Inconsistent documentation of welfare checks. | Welfare check documentation is inconsistent and lacks essential details. | Inconsistent definition of completed welfare checks.
296,Emergency service response delays,Delays in emergency response times leading to fatalities.,3,3,2022-11-11,2023-12-15,0.9814058542251587,Delayed emergency service response caused a fatality. | Delayed emergency service response resulting in fatality. | Delayed emergency response contributed to a fatality.
297,Inadequate autism support provision,Insufficient community-based care and services for individuals with autism.,3,2,2022-04-25,2023-12-10,0.9759676456451416,Inadequate provision for supporting individuals with autism. | Insufficient community support and provision for autistic individuals. | Inadequate community provision for the care and treatment of individuals with autism.
298,Emergency resource shortages,Inadequate staffing or equipment to handle high volumes of urgent calls.,3,3,2018-06-25,2023-12-01,0.9760608673095703,Insufficient resources to manage emergency call volume. | Insufficient emergency service resources to manage high call volumes. | Insufficient emergency resources to respond to urgent calls.
299,Non-disclosure of investigation documentation,Failure to provide completed investigation reports and findings to the Coroner.,3,3,2022-06-17,2023-11-13,0.972260594367981,Failure to disclose investigation findings and documentation to the Coroner. | Failure to disclose completed complaint investigations to the Coroner. | Failure to disclose internal investigation reports to the Coroner prior to inquest.
300,Inadequate online content regulation,Insufficient measures to restrict access to harmful material and protect minors.,3,3,2019-04-29,2023-10-25,0.9646921157836914,Insufficient measures to restrict access to harmful online content. | Inadequate monitoring or restriction of access to harmful online content. | Inadequate internet regulation to protect minors.
301,Inadequate incident investigation,Failure to identify root causes and implement preventative measures following an incident.,3,3,2013-10-31,2023-10-24,0.9707322120666504,Failure to investigate incidents to prevent recurrence. | Failure to investigate the cause of an incident to prevent recurrence. | Failure to implement systemic changes to prevent incident recurrence.
302,Radiology report delays,Delays in the delivery and receipt of imaging results.,3,3,2013-10-14,2023-10-16,0.9706258773803711,Significant delay in receiving radiological reports. | Significant delays in reporting imaging results. | Delays in the distribution and receipt of radiology reports.
303,Delayed investigation completion,Failure to finalise investigations within the mandated timeframes.,3,3,2021-03-04,2023-10-11,0.9883031249046326,Failure to complete investigations within required timeframes. | Failure to complete investigations in a timely manner. | Investigation reports were not completed within the required timeframe.
304,Specialist bed shortages,Inadequate availability of specialised beds prevents patients from receiving necessary clinical care.,3,2,2022-08-04,2023-09-26,0.9775691032409668,Insufficient availability of specialist beds prevents delivery of required clinical care. | Insufficient specialist beds prevent patients from receiving appropriate clinical care. | Insufficient access to specialist beds to meet urgent local requirements.
305,Inadequate medical record sharing,A lack of integrated digital records prevents seamless continuity of patient care.,3,3,2016-02-25,2023-09-08,0.9665544033050537,Absence of electronic medical records compromises continuity of patient care. | Lack of shared digital medical records hinders continuity of patient care. | Inadequate record keeping hinders continuity of care.
306,Inadequate life support training,Staff members lack the necessary training to provide essential life-saving treatment.,3,3,2020-02-07,2023-08-24,0.9642068147659302,Frontline staff lack essential life-saving training. | Lack of training prevents staff from providing life-saving treatment. | Care staff lack essential life support training.
307,Public access defibrillator accessibility,"Issues regarding the placement, maintenance, and availability of automated external defibrillators.",3,2,2016-10-25,2023-07-13,0.9665560722351074,Inadequate placement of public access defibrillators. | Lack of maintenance procedures for community public access defibrillators. | Insufficient availability of public access defibrillators in educational institutions.
308,Medication refusal escalation failure,Failure to report or seek medical assistance following a resident's refusal of medication.,3,2,2018-03-26,2023-07-11,0.9708501696586609,Failure to escalate resident medication refusal to management. | Failure to escalate medication refusal to the medical team. | Failure to seek medical assistance following medication refusal by a resident.
309,Inaccurate intravenous fluid documentation,Failure to maintain complete and precise records of intravenous fluid administration.,3,3,2018-07-16,2023-06-06,0.9708441495895386,Inadequate maintenance of clinical records regarding fluid administration history. | Failure to maintain accurate records of intravenous fluid administration. | Incomplete and poor documentation regarding intravenous fluid administration.
310,Medication incident investigation failures,Failure to properly investigate or escalate reported medication errors and concerns.,3,2,2015-10-08,2023-05-07,0.9599758386611938,Failure to investigate reported medication concerns. | Failure to escalate concerns regarding medication errors. | Failure to investigate concerns regarding medication overdose administration.
311,Drowning risk mitigation failure,Inadequate measures implemented to prevent drowning incidents.,3,3,2014-05-23,2023-02-27,0.9955050349235535,Failure to implement effective controls to mitigate drowning risks. | Failure to implement measures to mitigate identified drowning risks.
312,Inadequate lighting,Poor illumination levels increase the risk of accidents.,3,3,2020-05-01,2023-02-22,0.9966736435890198,Insufficient lighting increases the risk of accidents. | Inadequate lighting increases the risk of accidents. | Insufficient lighting increases the risk of accidents in the dark.
